scheme_name,state,ministry,category,tags,scheme_details,benefits,eligibility,application_process,documents_required,url,last_verified,search_text
Male Pig Distribution Scheme,Chhattisgarh,,"['Agriculture,Rural & Environment']","['Animal', 'Scheduled Castes', 'Scheduled Tribes', 'Male Pig']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/mpds,2026-03-16,Male Pig Distribution Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Chhattisgarh
Chief Minister Sustainable Agriculture Irrigation Scheme - Magel Tyala Shettale (Individual Farm Pond),Maharashtra,,"['Agriculture,Rural & Environment']","['MahaDBT', 'Individual Farm Pond', 'Magel Tyala Shettale', 'Chatrapati Shivaji Maharaj Krishi Yojana']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/chief-minister-sustainable-agriculture-irrigation-scheme,2026-03-16,Chief Minister Sustainable Agriculture Irrigation Scheme - Magel Tyala Shettale (Individual Farm Pond) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Maharashtra
Intensive Fisheries Development Programme - Subsidy on Commercial Four-Wheeler Vehicles,Haryana,,"['Agriculture,Rural & Environment', 'Transport & Infrastructure']","['Subsidy', 'Four-wheeler', 'Fishermen', 'Fish Transportation', 'Commercial Vehicle']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/socfwv,2026-03-16,Intensive Fisheries Development Programme - Subsidy on Commercial Four-Wheeler Vehicles Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Haryana
Pradhan Mantri Matsya Sampada Yojana: Refrigerated Vehicles – Haryana,Haryana,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']","['Financial Assistance', 'Refrigerated Vehicle', 'Fishermen', 'Fish', 'Fish Transport']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/sfrv,2026-03-16,Pradhan Mantri Matsya Sampada Yojana: Refrigerated Vehicles – Haryana Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Haryana
"Development Support for Coffee in Traditional Areas, Non-Traditional Area and North Eastern Region : Farmers Producer Organizations (FPOs)",All,,"['Agriculture,Rural & Environment']","['Coffee Grower', 'Farmers Producer Organizations FPO']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/development-support-for-coffee-farmers-producer-organizations-fpos,2026-03-16,"Development Support for Coffee in Traditional Areas, Non-Traditional Area and North Eastern Region : Farmers Producer Organizations (FPOs) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All"
PMMSY: Establishment of Medium RAS / Biofloc culture system - Haryana,Haryana,,"['Agriculture,Rural & Environment', 'Social welfare & Empowerment']","['Aquaculture', 'RAS', 'Biofloc Systems', 'Fish', 'Farming']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/eom,2026-03-16,PMMSY: Establishment of Medium RAS / Biofloc culture system - Haryana Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Haryana
State Agriculture Thesis Grant for M.Sc. Agriculture,Nagaland,,['Education & Learning'],"['Agriculture', 'Thesis Grant', 'MSc', 'Student']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/satgmsa,2026-03-16,State Agriculture Thesis Grant for M.Sc. Agriculture Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Nagaland
State Agriculture Scholarship for B.Sc. & M.Sc. Agriculture,Nagaland,,['Education & Learning'],"['Agriculture', 'Scholarship', 'BSc', 'MSc', 'Student']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/sasbma,2026-03-16,State Agriculture Scholarship for B.Sc. & M.Sc. Agriculture Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Nagaland
Agriculture Academic Studies Scheme,Meghalaya,,['Education & Learning'],"['Agriculture Universities', 'Academic', 'Student', 'Under Graduate', 'Horticulture', 'Sponsorship']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/aass,2026-03-16,Agriculture Academic Studies Scheme Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Meghalaya
Primary Cooperative Agriculture and Rural Development Bank: For Minor Irrigation,Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Irrigation', 'Agriculture', 'Loan', 'Farmer', 'Agriculture And Rural Development Bank']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcardmi,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Minor Irrigation Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
Dr. S.K. Mukherjee Scholarship for B.Sc. Agriculture Students (2nd & 3rd Year),Uttarakhand,,['Education & Learning'],"['Undergraduate', 'Agriculture', 'Student', 'Scholarship']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/skmscholarshipbscuk,2026-03-16,Dr. S.K. Mukherjee Scholarship for B.Sc. Agriculture Students (2nd & 3rd Year) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Priyank Pathak Scholarship for B.Sc. Agriculture (4th Year) Students,Uttarakhand,,['Education & Learning'],"['B Sc Agriculture', 'Scholarship', 'Student', 'Priyank Pathak']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/ppscholarshipuk,2026-03-16,Priyank Pathak Scholarship for B.Sc. Agriculture (4th Year) Students Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Asian Agri-History Foundation Research Fellowship (M.Sc. Agriculture - All Disciplines),Uttarakhand,,['Education & Learning'],"['Research', 'Student', 'Fellowship', 'MSc Agriculture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/asianagrifellowshipuk,2026-03-16,Asian Agri-History Foundation Research Fellowship (M.Sc. Agriculture - All Disciplines) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Dr. A.N. Mukhopadhyay Needy Student Fund (B.Sc. Agriculture - Final Year Student),Uttarakhand,,['Education & Learning'],"['Student', 'Needy Student', 'BSc Agriculture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/mukhopadhyaystudentfunduk,2026-03-16,Dr. A.N. Mukhopadhyay Needy Student Fund (B.Sc. Agriculture - Final Year Student) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
"Dr. K.C. Sharma Fellowship (M.Sc. Agriculture, Agronomy (Second Year) Students)",Uttarakhand,,['Education & Learning'],"['MSc Agriculture', 'Agronomy', 'Fellowship', 'Student']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/kcsfellowshipuk,2026-03-16,"Dr. K.C. Sharma Fellowship (M.Sc. Agriculture, Agronomy (Second Year) Students) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand"
Dr. A.N. Mukhopadhyay Gold Medal Award (B.Sc. Agriculture - Final Year Student),Uttarakhand,,['Education & Learning'],"['Student', 'Award', 'BSc Agriculture', 'Gold Medal']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/anmukhopadhyayuk,2026-03-16,Dr. A.N. Mukhopadhyay Gold Medal Award (B.Sc. Agriculture - Final Year Student) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Merit·cum·Means Scholarships For Under Graduate Studies In Various Branches Of Agriculture And Animal Science Subjects,All,,['Education & Learning'],"['Scholarship', 'Student', 'Agriculture', 'Financial']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/mcms-ugsvb-aass,2026-03-16,Merit·cum·Means Scholarships For Under Graduate Studies In Various Branches Of Agriculture And Animal Science Subjects Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
Smt. Uma Gupta Fellowship for M.Sc. Agriculture (Genetics & Plant Breeding) Students,Uttarakhand,,['Education & Learning'],"['Genetics', 'Plant Breeding', 'Student', 'MSc Agriculture', 'Fellowship']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/umaguptafellowshipuk,2026-03-16,Smt. Uma Gupta Fellowship for M.Sc. Agriculture (Genetics & Plant Breeding) Students Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
"Shri Varun Panwar Memorial Award for B.Sc. Agriculture (2nd Year, 3rd Year, and 4th Year) Students",Uttarakhand,,['Education & Learning'],"['Varun Panwar', 'Award', 'BSc Agriculture', 'Student']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/vpmawardsuk,2026-03-16,"Shri Varun Panwar Memorial Award for B.Sc. Agriculture (2nd Year, 3rd Year, and 4th Year) Students Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand"
Primary Cooperative Agriculture and Rural Development Bank: For Plantation (Tea),Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Tea Plantation', 'Loan', 'Farmer', 'Agriculture', 'Agriculture And Rural Development Bank']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcardtp,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Plantation (Tea) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
Monsanto Scholarship (M.Sc. Agriculture Science and Agriculture Biotechnology),Uttarakhand,,['Education & Learning'],"['Monsanto', 'Scholarship', 'Student', 'M Sc Agricultural Science', 'Agricultural Biotechnology']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/monsantoscholarshipuk,2026-03-16,Monsanto Scholarship (M.Sc. Agriculture Science and Agriculture Biotechnology) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Uttarakhand
Primary Cooperative Agriculture and Rural Development Bank: For Fishing Boats (Catamarans),Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Fishing Boats', 'Agriculture', 'Catamarans', 'Farmer', 'Loan']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcardbfb,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Fishing Boats (Catamarans) Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
Primary Cooperative Agriculture and Rural Development Bank: For Power Tiller,Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Power Tiller', 'Loan', 'Farmer', 'Agriculture And Rural Development Bank', 'Farming Equipment']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcardbpt,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Power Tiller Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
Primary Cooperative Agriculture and Rural Development Bank: For Poultry Development,Tamil Nadu,,"['Banking,Financial Services and Insurance']","['Poultry Development', 'Cattle Development', 'Loan', 'Farmer', 'Agriculture And Rural Development Bank']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/pcardfpd,2026-03-16,Primary Cooperative Agriculture and Rural Development Bank: For Poultry Development Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  Tamil Nadu
Netaji Subhas - ICAR International Fellowship,All,,['Education & Learning'],"['Fellowship', 'Agriculture']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/ns-icarif,2026-03-16,Netaji Subhas - ICAR International Fellowship Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences,All,,['Education & Learning'],"['Agriculture', 'Research', 'Fellowship']","Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of India ® Connect on Social Media Quick Links About Us Contact Us Screen Reader Accessibility Statement Frequently Asked Questions Disclaimer Terms & Conditions Dashboard Useful Links Get in touch 4th Floor, NeGD, Electronics Niketan, 6 CGO Complex, Lodhi Road, New Delhi - 110003, India support-myscheme[at]digitalindia[dot]gov[dot]in (011) 24303714 (9:00 AM to 5:30 PM)",,,,,https://www.myscheme.gov.in/schemes/icar-srf-pgs,2026-03-16,ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Something went wrong. Please try again later. Ok Are you sure you want to sign out? Cancel Sign Out © 2026 Powered by Digital India Corporation(DIC) Ministry of Electronics & IT (MeitY) Government of  All
